gene	transcript	mean_am_pathogenicity_bin	mean_am_pathogenicity	Approved_Symbol	HGNC_ID
ZC3H12A	ENST00000373087	5	0.385475151	ZC3H12A	HGNC:26259
FGB	ENST00000302068	5	0.385458746	FGB	HGNC:3662
ATAD2	ENST00000287394	5	0.385457952	ATAD2	HGNC:30123
CRHBP	ENST00000274368	5	0.385449472	CRHBP	HGNC:2356
RNASET2	ENST00000476238	5	0.385372427	RNASET2	HGNC:21686
NFAT5	ENST00000354436	5	0.385358245	NFAT5	HGNC:7774
CCAR2	ENST00000389279	5	0.385350231	CCAR2	HGNC:23360
SPA17	ENST00000532692	5	0.385348113	SPA17	HGNC:11210
AAGAB	ENST00000261880	5	0.385307549	AAGAB	HGNC:25662
ZNF20	ENST00000334213	5	0.385297557	ZNF20	HGNC:12992
TGIF1	ENST00000330513	5	0.385262642	TGIF1	HGNC:11776
KIF26B	ENST00000407071	5	0.385174121	KIF26B	HGNC:25484
ZNF529	ENST00000591340	5	0.38517107	ZNF529	HGNC:29328
HEPHL1	ENST00000315765	5	0.385170582	HEPHL1	HGNC:30477
AIMP2	ENST00000223029	5	0.385169462	AIMP2	HGNC:20609
DNASE1L1	ENST00000309585	5	0.3851484	DNASE1L1	HGNC:2957
PYROXD1	ENST00000240651	5	0.385131402	PYROXD1	HGNC:26162
CARD10	ENST00000403299	5	0.385106832	CARD10	HGNC:16422
GRB7	ENST00000394209	5	0.385097497	GRB7	HGNC:4567
RORC	ENST00000318247	5	0.385094004	RORC	HGNC:10260
NDUFA2	ENST00000252102	5	0.385087756	NDUFA2	HGNC:7685
UQCRC2	ENST00000268379	5	0.385081695	UQCRC2	HGNC:12586
TMEM175	ENST00000264771	5	0.385080339	TMEM175	HGNC:28709
MFNG	ENST00000356998	5	0.385078684	MFNG	HGNC:7038
TTC30A	ENST00000355689	5	0.385074703	IFT70A	HGNC:25853
RARRES2	ENST00000482669	5	0.385067066	RARRES2	HGNC:9868
ABCA3	ENST00000301732	5	0.38503413	ABCA3	HGNC:33
GRXCR2	ENST00000377976	5	0.385029007	GRXCR2	HGNC:33862
OTUD6B	ENST00000404789	5	0.385026327	OTUD6B	HGNC:24281
MAN1B1	ENST00000371589	5	0.385017661	MAN1B1	HGNC:6823
C11orf96	ENST00000339446	5	0.385015587	C11orf96	HGNC:38675
FMO3	ENST00000367755	5	0.384996467	FMO3	HGNC:3771
HIGD2A	ENST00000274787	5	0.384962715	HIGD2A	HGNC:28311
MOSPD2	ENST00000380492	5	0.384945769	MOSPD2	HGNC:28381
ZDHHC23	ENST00000330212	5	0.384945563	ZDHHC23	HGNC:28654
NAGLU	ENST00000225927	5	0.384902791	NAGLU	HGNC:7632
PTPRC	ENST00000442510	5	0.384879631	PTPRC	HGNC:9666
ISLR2	ENST00000565540	5	0.384877619	ISLR2	HGNC:29286
MXD3	ENST00000513063	5	0.384847525	MXD3	HGNC:14008
N4BP1	ENST00000262384	5	0.384776988	N4BP1	HGNC:29850
BHLHE23	ENST00000370346	5	0.384766715	BHLHE23	HGNC:16093
UGT2A3	ENST00000251566	5	0.384756315	UGT2A3	HGNC:28528
SDC2	ENST00000302190	5	0.384746912	SDC2	HGNC:10659
GGCT	ENST00000275428	5	0.384696733	GGCT	HGNC:21705
KMT2C	ENST00000355193	5	0.3846843	KMT2C	HGNC:13726
FDFT1	ENST00000220584	5	0.384669604	FDFT1	HGNC:3629
CTNS	ENST00000046640	5	0.384663373	CTNS	HGNC:2518
TSPEAR	ENST00000323084	5	0.384644465	TSPEAR	HGNC:1268
NSUN4	ENST00000474844	5	0.384632594	NSUN4	HGNC:31802
DHRS7	ENST00000216500	5	0.384623383	DHRS7	HGNC:21524
TPD52L2	ENST00000346249	5	0.384559307	TPD52L2	HGNC:12007
SEC23IP	ENST00000369075	5	0.384552854	SEC23IP	HGNC:17018
ADCK2	ENST00000072869	5	0.384547236	ADCK2	HGNC:19039
DHDH	ENST00000221403	5	0.38453477	DHDH	HGNC:17887
FKBP6	ENST00000252037	5	0.384488098	FKBP6	HGNC:3722
EPX	ENST00000225371	5	0.384461931	EPX	HGNC:3423
NUAK2	ENST00000367157	5	0.38444023	NUAK2	HGNC:29558
PLCE1	ENST00000371380	5	0.38443819	PLCE1	HGNC:17175
NAP1L5	ENST00000323061	5	0.384411675	NAP1L5	HGNC:19968
SMPDL3A	ENST00000368440	5	0.384407556	SMPDL3A	HGNC:17389
MICU2	ENST00000382374	5	0.384396926	MICU2	HGNC:31830
CDC42EP3	ENST00000295324	5	0.384379063	CDC42EP3	HGNC:16943
NFATC2	ENST00000396009	5	0.384358091	NFATC2	HGNC:7776
ANKAR	ENST00000313581	5	0.384327265	ANKAR	HGNC:26350
FILIP1	ENST00000237172	5	0.38430853	FILIP1	HGNC:21015
TDRKH	ENST00000458431	5	0.384289395	TDRKH	HGNC:11713
CH25H	ENST00000371852	5	0.384270755	CH25H	HGNC:1907
AKR1C4	ENST00000263126	5	0.384262862	AKR1C4	HGNC:387
UQCR10	ENST00000330029	5	0.384243559	UQCR10	HGNC:30863
SH3RF3	ENST00000309415	5	0.384220722	SH3RF3	HGNC:24699
CDKN2AIP	ENST00000504169	5	0.384184546	CDKN2AIP	HGNC:24325
TAX1BP1	ENST00000396319	5	0.384155948	TAX1BP1	HGNC:11575
C1GALT1C1	ENST00000371313	5	0.384144057	C1GALT1C1	HGNC:24338
B3GALT5	ENST00000343118	5	0.38412553	B3GALT5	HGNC:920
ELAC2	ENST00000338034	5	0.384096723	ELAC2	HGNC:14198
HAGHL	ENST00000341413	5	0.384093197	HAGHL	HGNC:14177
TMPRSS6	ENST00000346753	5	0.384091929	TMPRSS6	HGNC:16517
HP	ENST00000355906	5	0.384067542	HP	HGNC:5141
GKAP1	ENST00000376371	5	0.384066653	GKAP1	HGNC:17496
ZC3H12D	ENST00000409806	5	0.384065786	ZC3H12D	HGNC:21175
TMC3	ENST00000359440	5	0.384060368	TMC3	HGNC:22995
COX4I1	ENST00000561569	5	0.384043097	COX4I1	HGNC:2265
ECI1	ENST00000301729	5	0.384002357	ECI1	HGNC:2703
NTRK1	ENST00000524377	5	0.383979763	NTRK1	HGNC:8031
ICK	ENST00000356971	5	0.383969982	CILK1	HGNC:21219
ALG11	ENST00000521508	5	0.383921212	ALG11	HGNC:32456
PROC	ENST00000234071	5	0.38390363	PROC	HGNC:9451
KDR	ENST00000263923	5	0.383891533	KDR	HGNC:6307
STAR	ENST00000276449	5	0.383888359	STAR	HGNC:11359
ZNF891	ENST00000537226	5	0.383877069	ZNF891	HGNC:38709
TMEM209	ENST00000397622	5	0.383871225	TMEM209	HGNC:21898
SVIP	ENST00000354193	5	0.383858791	SVIP	HGNC:25238
SLC8B1	ENST00000202831	5	0.383850513	SLC8B1	HGNC:26175
PHF7	ENST00000327906	5	0.383829338	PHF7	HGNC:18458
ILDR2	ENST00000271417	5	0.383822395	ILDR2	HGNC:18131
ZNF226	ENST00000454662	5	0.383812664	ZNF226	HGNC:13019
ZDHHC8	ENST00000334554	5	0.38380476	ZDHHC8	HGNC:18474
HAPLN3	ENST00000359595	5	0.383764146	HAPLN3	HGNC:21446
ATP5F1	ENST00000369722	5	0.383760258	ATP5PB	HGNC:840
GABPB2	ENST00000368918	5	0.383736461	GABPB2	HGNC:28441
IL18	ENST00000528832	5	0.383726036	IL18	HGNC:5986
EHHADH	ENST00000231887	5	0.383722233	EHHADH	HGNC:3247
ADPRH	ENST00000465513	5	0.38370394	ADPRH	HGNC:269
FRMD4B	ENST00000398540	5	0.383684698	FRMD4B	HGNC:24886
LYNX1	ENST00000317543	5	0.383672559	LYNX1	HGNC:29604
COLEC12	ENST00000400256	5	0.383636455	COLEC12	HGNC:16016
TJP2	ENST00000377245	5	0.383631271	TJP2	HGNC:11828
SLC26A3	ENST00000340010	5	0.383573546	SLC26A3	HGNC:3018
THNSL2	ENST00000324166	5	0.383558061	THNSL2	HGNC:25602
SLC29A2	ENST00000546034	5	0.383486096	SLC29A2	HGNC:11004
LY6K	ENST00000292430	5	0.383484837	LY6K	HGNC:24225
OGG1	ENST00000344629	5	0.383455757	OGG1	HGNC:8125
PCDHGC3	ENST00000308177	5	0.383376914	PCDHGC3	HGNC:8716
PPEF1	ENST00000361511	5	0.383376397	PPEF1	HGNC:9243
PCDHA10	ENST00000307360	5	0.38336628	PCDHA10	HGNC:8664
CCNE1	ENST00000262643	5	0.383327943	CCNE1	HGNC:1589
NFKBIZ	ENST00000326172	5	0.383281915	NFKBIZ	HGNC:29805
PCDHA5	ENST00000529859	5	0.383262901	PCDHA5	HGNC:8671
SLC38A8	ENST00000299709	5	0.383233957	SLC38A8	HGNC:32434
MX1	ENST00000398598	5	0.383165158	MX1	HGNC:7532
MLNR	ENST00000218721	5	0.383155686	MLNR	HGNC:4495
CCR9	ENST00000357632	5	0.38313457	CCR9	HGNC:1610
ZBTB40	ENST00000404138	5	0.383118247	ZBTB40	HGNC:29045
PTPRN	ENST00000295718	5	0.383111636	PTPRN	HGNC:9676
MRPL43	ENST00000318325	5	0.383048464	MRPL43	HGNC:14517
BACH2	ENST00000343122	5	0.383048109	BACH2	HGNC:14078
FBXO36	ENST00000283946	5	0.383011646	FBXO36	HGNC:27020
DNAI1	ENST00000242317	5	0.382990567	DNAI1	HGNC:2954
USP1	ENST00000339950	5	0.382977364	USP1	HGNC:12607
TUSC1	ENST00000358022	5	0.382959578	TUSC1	HGNC:31010
RTN4R	ENST00000043402	5	0.382850272	RTN4R	HGNC:18601
TMEM125	ENST00000432792	5	0.382832198	TMEM125	HGNC:28275
ZNF333	ENST00000292530	5	0.382824258	ZNF333	HGNC:15624
COA7	ENST00000371538	5	0.382811709	COA7	HGNC:25716
CLDN16	ENST00000264734	5	0.382806007	CLDN16	HGNC:2037
POMP	ENST00000380842	5	0.382802395	POMP	HGNC:20330
ITM2A	ENST00000373298	5	0.382753644	ITM2A	HGNC:6173
ZNF561	ENST00000302851	5	0.38268586	ZNF561	HGNC:28684
WFDC1	ENST00000219454	5	0.382682569	WFDC1	HGNC:15466
BCMO1	ENST00000258168	5	0.382652179	BCO1	HGNC:13815
C2orf76	ENST00000409523	5	0.382610123	C2orf76	HGNC:27017
ELTD1	ENST00000370742	5	0.382609986	ADGRL4	HGNC:20822
ZFHX2	ENST00000419474	5	0.382608413	ZFHX2	HGNC:20152
ZNF808	ENST00000359798	5	0.382565163	ZNF808	HGNC:33230
RIC8A	ENST00000526104	5	0.382559863	RIC8A	HGNC:29550
OSGIN2	ENST00000297438	5	0.382530643	OSGIN2	HGNC:1355
RP2	ENST00000218340	5	0.382506989	RP2	HGNC:10274
HAO2	ENST00000325945	5	0.382481075	HAO2	HGNC:4810
ASB11	ENST00000480796	5	0.382432271	ASB11	HGNC:17186
KAL1	ENST00000262648	5	0.382429695	ANOS1	HGNC:6211
RGS3	ENST00000350696	5	0.382427065	RGS3	HGNC:9999
CLEC11A	ENST00000250340	5	0.382385983	CLEC11A	HGNC:10576
TMCO3	ENST00000434316	5	0.382362514	TMCO3	HGNC:20329
MTHFD2L	ENST00000395759	5	0.382351778	MTHFD2L	HGNC:31865
NARS2	ENST00000281038	5	0.382332899	NARS2	HGNC:26274
SLC34A1	ENST00000324417	5	0.382324427	SLC34A1	HGNC:11019
C1QB	ENST00000314933	5	0.382308871	C1QB	HGNC:1242
ZNF592	ENST00000299927	5	0.382302472	ZNF592	HGNC:28986
POP4	ENST00000585603	5	0.382200428	POP4	HGNC:30081
PRRC1	ENST00000296666	5	0.382173638	PRRC1	HGNC:28164
CNPY4	ENST00000262932	5	0.382160383	CNPY4	HGNC:28631
ACOXL	ENST00000389811	5	0.382155469	ACOXL	HGNC:25621
SYNDIG1	ENST00000376862	5	0.38213059	SYNDIG1	HGNC:15885
PPFIBP2	ENST00000299492	5	0.382125469	PPFIBP2	HGNC:9250
ARHGEF17	ENST00000263674	5	0.382117223	ARHGEF17	HGNC:21726
PRR16	ENST00000407149	5	0.382087125	PRR16	HGNC:29654
IL25	ENST00000329715	5	0.382071864	IL25	HGNC:13765
ELL2	ENST00000237853	5	0.382067113	ELL2	HGNC:17064
ZNF256	ENST00000282308	5	0.382003619	ZNF256	HGNC:13049
ACPP	ENST00000336375	5	0.382003351	ACP3	HGNC:125
C19orf47	ENST00000582783	5	0.381967338	C19orf47	HGNC:26723
ZNF81	ENST00000338637	5	0.38194802	ZNF81	HGNC:13156
CCNF	ENST00000397066	5	0.381908028	CCNF	HGNC:1591
PPP1R3D	ENST00000370996	5	0.381859409	PPP1R3D	HGNC:9294
PLA2G5	ENST00000375108	5	0.381848258	PLA2G5	HGNC:9038
RNF125	ENST00000217740	5	0.381821831	RNF125	HGNC:21150
LRRC17	ENST00000339431	5	0.381809666	LRRC17	HGNC:16895
PNMT	ENST00000269582	5	0.381797598	PNMT	HGNC:9160
FAM174B	ENST00000327355	5	0.381764661	FAM174B	HGNC:34339
STRADB	ENST00000194530	5	0.381750004	STRADB	HGNC:13205
SLC30A2	ENST00000374278	5	0.381748774	SLC30A2	HGNC:11013
CEP41	ENST00000223208	5	0.381726484	CEP41	HGNC:12370
CCDC61	ENST00000595358	5	0.38171736	CCDC61	HGNC:33629
PTMA	ENST00000341369	5	0.381641852	PTMA	HGNC:9623
EFNA4	ENST00000368409	5	0.381589182	EFNA4	HGNC:3224
CYP2B6	ENST00000324071	5	0.381578696	CYP2B6	HGNC:2615
SLC34A2	ENST00000382051	5	0.381564405	SLC34A2	HGNC:11020
FBRS	ENST00000287468	5	0.381541885	FBRS	HGNC:20442
VSTM4	ENST00000332853	5	0.3815187	VSTM4	HGNC:26470
PLEKHA6	ENST00000272203	5	0.381453993	PLEKHA6	HGNC:17053
KCNV2	ENST00000382082	5	0.381441565	KCNV2	HGNC:19698
RNF111	ENST00000557998	5	0.38139719	RNF111	HGNC:17384
STX16	ENST00000371141	5	0.381374058	STX16	HGNC:11431
MYO5C	ENST00000261839	5	0.381332807	MYO5C	HGNC:7604
MTO1	ENST00000370300	5	0.381325922	MTO1	HGNC:19261
SUPT20H	ENST00000350612	5	0.381323785	SUPT20H	HGNC:20596
ZNF396	ENST00000589332	5	0.381289635	ZNF396	HGNC:18824
SYCN	ENST00000318438	5	0.381289	SYCN	HGNC:18442
WNK2	ENST00000297954	5	0.38124915	WNK2	HGNC:14542
CCR10	ENST00000332438	5	0.381247204	CCR10	HGNC:4474
EIF4ENIF1	ENST00000330125	5	0.38123558	EIF4ENIF1	HGNC:16687
CERK	ENST00000216264	5	0.381216876	CERK	HGNC:19256
ASPA	ENST00000263080	5	0.381184405	ASPA	HGNC:756
CAMKMT	ENST00000378494	5	0.381181022	CAMKMT	HGNC:26276
TRPM2	ENST00000397928	5	0.381121541	TRPM2	HGNC:12339
KAZALD1	ENST00000370200	5	0.381074319	KAZALD1	HGNC:25460
ZNF408	ENST00000311764	5	0.381051037	ZNF408	HGNC:20041
ZNF350	ENST00000243644	5	0.381043692	ZNF350	HGNC:16656
CPO	ENST00000272852	5	0.381026666	CPO	HGNC:21011
TPCN2	ENST00000294309	5	0.380992605	TPCN2	HGNC:20820
APOBEC3F	ENST00000308521	5	0.380982351	APOBEC3F	HGNC:17356
SNX25	ENST00000264694	5	0.380964652	SNX25	HGNC:21883
GLTSCR1	ENST00000396720	5	0.380961518	BICRA	HGNC:4332
SCNN1B	ENST00000343070	5	0.380932972	SCNN1B	HGNC:10600
DCAF16	ENST00000382247	5	0.380926587	DCAF16	HGNC:25987
ATP6AP1	ENST00000369762	5	0.3808885	ATP6AP1	HGNC:868
PACRGL	ENST00000503585	5	0.380855273	PACRGL	HGNC:28442
PKP2	ENST00000070846	5	0.38085416	PKP2	HGNC:9024
NEU1	ENST00000375631	5	0.38084973	NEU1	HGNC:7758
HCAR3	ENST00000528880	5	0.380849542	HCAR3	HGNC:16824
ULK2	ENST00000395544	5	0.380837335	ULK2	HGNC:13480
SSH2	ENST00000269033	5	0.380832712	SSH2	HGNC:30580
C11orf87	ENST00000327419	5	0.380819583	C11orf87	HGNC:33788
ZNF248	ENST00000357328	5	0.380802549	ZNF248	HGNC:13041
CDC45	ENST00000263201	5	0.380756787	CDC45	HGNC:1739
MYOZ1	ENST00000359322	5	0.380724804	MYOZ1	HGNC:13752
MFF	ENST00000353339	5	0.380696536	MFF	HGNC:24858
REG3G	ENST00000272324	5	0.380671184	REG3G	HGNC:29595
GPRC5C	ENST00000392629	5	0.380665109	GPRC5C	HGNC:13309
ZNF471	ENST00000308031	5	0.380653798	ZNF471	HGNC:23226
GJB4	ENST00000339480	5	0.380634068	GJB4	HGNC:4286
GPR25	ENST00000304244	5	0.380595175	GPR25	HGNC:4480
DAO	ENST00000228476	5	0.380586596	DAO	HGNC:2671
FSBP	ENST00000481490	5	0.38057467	FSBP	HGNC:43653
CYYR1	ENST00000299340	5	0.380568229	CYYR1	HGNC:16274
VGLL2	ENST00000326274	5	0.380560671	VGLL2	HGNC:20232
NR3C2	ENST00000358102	5	0.3805226	NR3C2	HGNC:7979
EFNA1	ENST00000368407	5	0.380517569	EFNA1	HGNC:3221
RIMBP2	ENST00000261655	5	0.380502449	RIMBP2	HGNC:30339
ENPP3	ENST00000357639	5	0.380485485	ENPP3	HGNC:3358
SLC19A2	ENST00000236137	5	0.380477339	SLC19A2	HGNC:10938
STEAP3	ENST00000393107	5	0.380476222	STEAP3	HGNC:24592
FAM173A	ENST00000569529	5	0.380463433	ANTKMT	HGNC:14152
XRCC1	ENST00000262887	5	0.380387516	XRCC1	HGNC:12828
PMS2	ENST00000265849	5	0.380373569	PMS2	HGNC:9122
MED9	ENST00000268711	5	0.380372735	MED9	HGNC:25487
TREX2	ENST00000338525	5	0.380282418	TREX2	HGNC:12270
HCAR1	ENST00000432564	5	0.380275874	HCAR1	HGNC:4532
FN3K	ENST00000300784	5	0.380269701	FN3K	HGNC:24822
PDCD2	ENST00000541970	5	0.380216513	PDCD2	HGNC:8762
DFNB31	ENST00000362057	5	0.380214452	WHRN	HGNC:16361
NXPE3	ENST00000477909	5	0.38021396	NXPE3	HGNC:28238
PNPLA1	ENST00000394571	5	0.380186921	PNPLA1	HGNC:21246
LYZL4	ENST00000287748	5	0.380173632	LYZL4	HGNC:28387
SCTR	ENST00000019103	5	0.380127331	SCTR	HGNC:10608
MMP1	ENST00000315274	5	0.380119179	MMP1	HGNC:7155
C12orf73	ENST00000547945	5	0.38009969	UQCC6	HGNC:34450
APMAP	ENST00000217456	5	0.380093974	APMAP	HGNC:13238
PPARGC1A	ENST00000264867	5	0.380084451	PPARGC1A	HGNC:9237
SNX22	ENST00000325881	5	0.380059031	SNX22	HGNC:16315
HCRT	ENST00000293330	5	0.380036306	HCRT	HGNC:4847
CYB561D1	ENST00000420578	5	0.380017406	CYB561D1	HGNC:26804
ARAP2	ENST00000303965	5	0.380016818	ARAP2	HGNC:16924
ANKRD49	ENST00000302755	5	0.379985536	ANKRD49	HGNC:25970
NDNF	ENST00000379692	5	0.379967729	NDNF	HGNC:26256
TGM6	ENST00000202625	5	0.379931464	TGM6	HGNC:16255
CA4	ENST00000300900	5	0.379919471	CA4	HGNC:1375
RHBDD2	ENST00000006777	5	0.379870115	RHBDD2	HGNC:23082
RPP25L	ENST00000378959	5	0.379823317	RPP25L	HGNC:19909
MUSTN1	ENST00000446157	5	0.379805187	MUSTN1	HGNC:22144
ZKSCAN2	ENST00000328086	5	0.379765911	ZKSCAN2	HGNC:25677
COX7A1	ENST00000292907	5	0.37976436	COX7A1	HGNC:2287
SPEF1	ENST00000379756	5	0.379755813	SPEF1	HGNC:15874
CDC42EP4	ENST00000335793	5	0.3797421	CDC42EP4	HGNC:17147
TULP1	ENST00000229771	5	0.379728721	TULP1	HGNC:12423
FAM120B	ENST00000476287	5	0.379720327	FAM120B	HGNC:21109
SETD2	ENST00000409792	5	0.379711948	SETD2	HGNC:18420
BOLA1	ENST00000369150	5	0.379692124	BOLA1	HGNC:24263
RNF175	ENST00000347063	5	0.37968629	RNF175	HGNC:27735
SLURP1	ENST00000246515	5	0.3796712	SLURP1	HGNC:18746
IPCEF1	ENST00000265198	5	0.379640814	IPCEF1	HGNC:21204
HK3	ENST00000292432	5	0.379615198	HK3	HGNC:4925
LAMA2	ENST00000421865	5	0.379569376	LAMA2	HGNC:6482
NAP1L2	ENST00000373517	5	0.379547923	NAP1L2	HGNC:7638
F7	ENST00000375581	5	0.379542532	F7	HGNC:3544
APC2	ENST00000535453	5	0.379521407	APC2	HGNC:24036
TMEM2	ENST00000377044	5	0.3795139	CEMIP2	HGNC:11869
EFCAB9	ENST00000398186	5	0.37950648	EFCAB9	HGNC:34530
YIPF1	ENST00000072644	5	0.379502193	YIPF1	HGNC:25231
ATP10D	ENST00000273859	5	0.379496326	ATP10D	HGNC:13549
NPY4R	ENST00000374312	5	0.379485676	NPY4R	HGNC:9329
CLEC18B	ENST00000339953	5	0.379459228	CLEC18B	HGNC:33849
COQ5	ENST00000288532	5	0.379421713	COQ5	HGNC:28722
LYRM5	ENST00000381356	5	0.379418171	ETFRF1	HGNC:27052
RRS1	ENST00000320270	5	0.379406653	RRS1	HGNC:17083
DDX4	ENST00000505374	5	0.379397257	DDX4	HGNC:18700
NRTN	ENST00000303212	5	0.379396355	NRTN	HGNC:8007
APH1B	ENST00000261879	5	0.379384621	APH1B	HGNC:24080
CCDC90B	ENST00000529689	5	0.379354422	CCDC90B	HGNC:28108
SERPINE1	ENST00000223095	5	0.379333404	SERPINE1	HGNC:8583
PNMA1	ENST00000316836	5	0.379314425	PNMA1	HGNC:9158
SWI5	ENST00000320188	5	0.379297014	SWI5	HGNC:31412
PYCARD	ENST00000247470	5	0.379292304	PYCARD	HGNC:16608
U2AF1L4	ENST00000412391	5	0.379246879	U2AF1L4	HGNC:23020
CNKSR3	ENST00000607772	5	0.379240753	CNKSR3	HGNC:23034
GGT7	ENST00000336431	5	0.379209155	GGT7	HGNC:4259
ZNF776	ENST00000317178	5	0.379179493	ZNF776	HGNC:26765
GALC	ENST00000261304	5	0.379153324	GALC	HGNC:4115
MAGEF1	ENST00000317897	5	0.379130227	MAGEF1	HGNC:29639
NOC3L	ENST00000371361	5	0.379128094	NOC3L	HGNC:24034
CLSTN1	ENST00000377298	5	0.379062519	CLSTN1	HGNC:17447
AFAP1L2	ENST00000304129	5	0.379015483	AFAP1L2	HGNC:25901
TRABD2A	ENST00000409520	5	0.379014797	TRABD2A	HGNC:27013
HSD11B2	ENST00000326152	5	0.379002658	HSD11B2	HGNC:5209
ZSCAN31	ENST00000344279	5	0.378993772	ZSCAN31	HGNC:14097
PPP1R21	ENST00000294952	5	0.378986239	PPP1R21	HGNC:30595
RPN2	ENST00000237530	5	0.378979792	RPN2	HGNC:10382
PNRC1	ENST00000336032	5	0.378960294	PNRC1	HGNC:17278
FOXO1	ENST00000379561	5	0.378952276	FOXO1	HGNC:3819
NGLY1	ENST00000280700	5	0.378947008	NGLY1	HGNC:17646
ATXN10	ENST00000252934	5	0.37894013	ATXN10	HGNC:10549
B3GALTL	ENST00000343307	5	0.378904233	B3GLCT	HGNC:20207
NDUFB2	ENST00000247866	5	0.378887361	NDUFB2	HGNC:7697
VRTN	ENST00000256362	5	0.378835738	VRTN	HGNC:20223
UCP1	ENST00000262999	5	0.378795706	UCP1	HGNC:12517
SLC39A7	ENST00000374677	5	0.378749906	SLC39A7	HGNC:4927
PLA2G4C	ENST00000599921	5	0.37874606	PLA2G4C	HGNC:9037
GCNT1	ENST00000376730	5	0.378737775	GCNT1	HGNC:4203
SPINK6	ENST00000325630	5	0.378732191	SPINK6	HGNC:29486
NPPC	ENST00000295440	5	0.378731517	NPPC	HGNC:7941
CDKL2	ENST00000429927	5	0.378718458	CDKL2	HGNC:1782
PTGIR	ENST00000291294	5	0.378698909	PTGIR	HGNC:9602
NPAS2	ENST00000335681	5	0.378698003	NPAS2	HGNC:7895
PLXNB1	ENST00000358536	5	0.378684974	PLXNB1	HGNC:9103
TECPR2	ENST00000359520	5	0.378654563	TECPR2	HGNC:19957
HIBCH	ENST00000359678	5	0.378583766	HIBCH	HGNC:4908
CDC7	ENST00000428239	5	0.37856671	CDC7	HGNC:1745
HMOX2	ENST00000414777	5	0.378533081	HMOX2	HGNC:5014
LECT2	ENST00000274507	5	0.37847545	LECT2	HGNC:6550
CAMSAP2	ENST00000236925	5	0.378459848	CAMSAP2	HGNC:29188
CECR5	ENST00000336737	5	0.378399053	HDHD5	HGNC:1843
EPB41L4A	ENST00000261486	5	0.378364417	EPB41L4A	HGNC:13278
GPR15	ENST00000284311	5	0.37835878	GPR15	HGNC:4469
M6PR	ENST00000000412	5	0.378342582	M6PR	HGNC:6752
FRMD8	ENST00000317568	5	0.378270242	FRMD8	HGNC:25462
SLC13A1	ENST00000194130	5	0.37825205	SLC13A1	HGNC:10916
ZNF786	ENST00000491431	5	0.378226031	ZNF786	HGNC:21806
TTC33	ENST00000337702	5	0.378216415	TTC33	HGNC:29959
CPVL	ENST00000409850	5	0.378213436	CPVL	HGNC:14399
TNRC6B	ENST00000454349	5	0.378198872	TNRC6B	HGNC:29190
RHAG	ENST00000371175	5	0.378177192	RHAG	HGNC:10006
TNFSF10	ENST00000241261	5	0.378175963	TNFSF10	HGNC:11925
MPZL2	ENST00000438295	5	0.378095704	MPZL2	HGNC:3496
SDHAF1	ENST00000378887	5	0.378091069	SDHAF1	HGNC:33867
FAM212B	ENST00000357260	5	0.378053736	INKA2	HGNC:28045
PLCD4	ENST00000417849	5	0.378036937	PLCD4	HGNC:9062
PGAP1	ENST00000354764	5	0.378025905	PGAP1	HGNC:25712
SDS	ENST00000257549	5	0.377938015	SDS	HGNC:10691
FAM134A	ENST00000430297	5	0.377924003	RETREG2	HGNC:28450
AVPR1A	ENST00000299178	5	0.377908889	AVPR1A	HGNC:895
RBM7	ENST00000540163	5	0.377905468	RBM7	HGNC:9904
HIPK4	ENST00000291823	5	0.377903285	HIPK4	HGNC:19007
CASC3	ENST00000264645	5	0.377876048	CASC3	HGNC:17040
PHYH	ENST00000263038	5	0.377874705	PHYH	HGNC:8940
ATP7B	ENST00000242839	5	0.377871014	ATP7B	HGNC:870
TMPRSS2	ENST00000458356	5	0.377813284	TMPRSS2	HGNC:11876
SIRT4	ENST00000202967	5	0.377807838	SIRT4	HGNC:14932
CLUAP1	ENST00000576634	5	0.377794803	CLUAP1	HGNC:19009
NEUROG2	ENST00000313341	5	0.377681905	NEUROG2	HGNC:13805
NAGK	ENST00000244204	5	0.377652782	NAGK	HGNC:17174
RSG1	ENST00000375599	5	0.377652219	CPLANE2	HGNC:28127
PDCD7	ENST00000204549	5	0.377647458	PDCD7	HGNC:8767
PDRG1	ENST00000202017	5	0.377636748	PDRG1	HGNC:16119
ZNF311	ENST00000377179	5	0.377509505	ZNF311	HGNC:13847
LRRC39	ENST00000370137	5	0.377498674	LRRC39	HGNC:28228
PDE3A	ENST00000359062	5	0.377484698	PDE3A	HGNC:8778
CREG1	ENST00000370509	5	0.37748062	CREG1	HGNC:2351
ADAM19	ENST00000517905	5	0.377468797	ADAM19	HGNC:197
ALG12	ENST00000330817	5	0.377435216	ALG12	HGNC:19358
MRPL16	ENST00000300151	5	0.377409494	MRPL16	HGNC:14476
ZNF622	ENST00000308683	5	0.377407655	ZNF622	HGNC:30958
ZNF292	ENST00000369577	5	0.377376457	ZNF292	HGNC:18410
RREB1	ENST00000349384	5	0.377370213	RREB1	HGNC:10449
NUP107	ENST00000229179	5	0.377329784	NUP107	HGNC:29914
HMHA1	ENST00000313093	5	0.377315465	ARHGAP45	HGNC:17102
LTB4R2	ENST00000543919	5	0.377308616	LTB4R2	HGNC:19260
STOML1	ENST00000541638	5	0.377300578	STOML1	HGNC:14560
ZCCHC4	ENST00000302874	5	0.377291347	ZCCHC4	HGNC:22917
