HGNC ID	Status	Approved symbol	Approved name	Previous symbol
HGNC:52820	Approved	LINC01988	long intergenic non-protein coding RNA 1988	
HGNC:52821	Approved	LINC01989	long intergenic non-protein coding RNA 1989	
HGNC:52822	Approved	LINC01990	long intergenic non-protein coding RNA 1990	
HGNC:52823	Approved	LINC01991	long intergenic non-protein coding RNA 1991	
HGNC:52824	Approved	LINC01992	long intergenic non-protein coding RNA 1992	
HGNC:52826	Approved	LINC01993	long intergenic non-protein coding RNA 1993	
HGNC:52827	Approved	LINC01994	long intergenic non-protein coding RNA 1994	
HGNC:52828	Approved	LINC01995	long intergenic non-protein coding RNA 1995	
HGNC:52830	Approved	LINC01996	long intergenic non-protein coding RNA 1996	
HGNC:52831	Approved	LINC01997	long intergenic non-protein coding RNA 1997	
HGNC:52832	Approved	LINC01998	long intergenic non-protein coding RNA 1998	
HGNC:52834	Approved	LINC01999	long intergenic non-protein coding RNA 1999	
HGNC:52835	Approved	LINC02000	long intergenic non-protein coding RNA 2000	
HGNC:52837	Approved	LINC02002	long intergenic non-protein coding RNA 2002	
HGNC:27099	Approved	LINC02003	long intergenic non-protein coding RNA 2003	
HGNC:52838	Approved	LINC02004	long intergenic non-protein coding RNA 2004	
HGNC:52839	Approved	LINC02005	long intergenic non-protein coding RNA 2005	
HGNC:52842	Approved	LINC02006	long intergenic non-protein coding RNA 2006	
HGNC:52844	Approved	LINC02008	long intergenic non-protein coding RNA 2008	
HGNC:52845	Approved	LINC02009	long intergenic non-protein coding RNA 2009	
HGNC:52846	Approved	LINC02010	long intergenic non-protein coding RNA 2010	
HGNC:27191	Approved	LINC02011	long intergenic non-protein coding RNA 2011	
HGNC:52847	Approved	LINC02012	long intergenic non-protein coding RNA 2012	
HGNC:52848	Approved	LINC02013	long intergenic non-protein coding RNA 2013	
HGNC:52849	Approved	LINC02014	long intergenic non-protein coding RNA 2014	
HGNC:52850	Approved	LINC02015	long intergenic non-protein coding RNA 2015	
HGNC:52851	Approved	LINC02016	long intergenic non-protein coding RNA 2016	
HGNC:52852	Approved	LINC02017	long intergenic non-protein coding RNA 2017	
HGNC:52853	Approved	LINC02018	long intergenic non-protein coding RNA 2018	
HGNC:52854	Approved	LINC02019	long intergenic non-protein coding RNA 2019	
HGNC:52855	Approved	LINC02020	long intergenic non-protein coding RNA 2020	
HGNC:52856	Approved	LINC02021	long intergenic non-protein coding RNA 2021	
HGNC:52857	Approved	LINC02022	long intergenic non-protein coding RNA 2022	
HGNC:52858	Approved	LINC02023	long intergenic non-protein coding RNA 2023	
HGNC:52859	Approved	LINC02024	long intergenic non-protein coding RNA 2024	
HGNC:52860	Approved	LINC02025	long intergenic non-protein coding RNA 2025	
HGNC:52861	Approved	LINC02026	long intergenic non-protein coding RNA 2026	
HGNC:52862	Approved	LINC02027	long intergenic non-protein coding RNA 2027	
HGNC:27718	Approved	LINC02028	long intergenic non-protein coding RNA 2028	
HGNC:52863	Approved	LINC02029	long intergenic non-protein coding RNA 2029	
HGNC:52864	Approved	LINC02030	long intergenic non-protein coding RNA 2030	
HGNC:52865	Approved	LINC02031	long intergenic non-protein coding RNA 2031	
HGNC:52866	Approved	LINC02032	long intergenic non-protein coding RNA 2032	
HGNC:52867	Approved	LINC02033	long intergenic non-protein coding RNA 2033	
HGNC:52868	Approved	LINC02034	long intergenic non-protein coding RNA 2034	
HGNC:52875	Approved	LINC02035	long intergenic non-protein coding RNA 2035	
HGNC:52876	Approved	LINC02036	long intergenic non-protein coding RNA 2036	
HGNC:52877	Approved	LINC02037	long intergenic non-protein coding RNA 2037	
HGNC:52878	Approved	LINC02038	long intergenic non-protein coding RNA 2038	
HGNC:52879	Approved	LINC02039	long intergenic non-protein coding RNA 2039	
HGNC:52880	Approved	LINC02040	long intergenic non-protein coding RNA 2040	
HGNC:52881	Approved	LINC02041	long intergenic non-protein coding RNA 2041	
HGNC:52882	Approved	LINC02042	long intergenic non-protein coding RNA 2042	
HGNC:52883	Approved	LINC02043	long intergenic non-protein coding RNA 2043	
HGNC:52884	Approved	LINC02044	long intergenic non-protein coding RNA 2044	
HGNC:52885	Approved	LINC02045	long intergenic non-protein coding RNA 2045	
HGNC:52886	Approved	LINC02046	long intergenic non-protein coding RNA 2046	
HGNC:52887	Approved	LINC02047	long intergenic non-protein coding RNA 2047	
HGNC:52888	Approved	LINC02048	long intergenic non-protein coding RNA 2048	
HGNC:52889	Approved	LINC02049	long intergenic non-protein coding RNA 2049	
HGNC:52890	Approved	LINC02050	long intergenic non-protein coding RNA 2050	
HGNC:52891	Approved	LINC02051	long intergenic non-protein coding RNA 2051	
HGNC:27372	Approved	LINC02052	long intergenic non-protein coding RNA 2052	
HGNC:52893	Approved	LINC02053	long intergenic non-protein coding RNA 2053	
HGNC:52894	Approved	LINC02054	long intergenic non-protein coding RNA 2054	
HGNC:52895	Approved	LINC02055	long intergenic non-protein coding RNA 2055	
HGNC:52900	Approved	LINC02057	long intergenic non-protein coding RNA 2057	
HGNC:52901	Approved	LINC02058	long intergenic non-protein coding RNA 2058	
HGNC:52902	Approved	LINC02059	long intergenic non-protein coding RNA 2059	
HGNC:52904	Approved	LINC02060	long intergenic non-protein coding RNA 2060	
HGNC:52906	Approved	LINC02061	long intergenic non-protein coding RNA 2061	
HGNC:52908	Approved	LINC02063	long intergenic non-protein coding RNA 2063	
HGNC:52909	Approved	LINC02064	long intergenic non-protein coding RNA 2064	
HGNC:52910	Approved	LINC02065	long intergenic non-protein coding RNA 2065	
HGNC:52911	Approved	LINC02066	long intergenic non-protein coding RNA 2066	
HGNC:52913	Approved	LINC02067	long intergenic non-protein coding RNA 2067	
HGNC:52914	Approved	LINC02068	long intergenic non-protein coding RNA 2068	
HGNC:52915	Approved	LINC02069	long intergenic non-protein coding RNA 2069	
HGNC:52916	Approved	LINC02070	long intergenic non-protein coding RNA 2070	
HGNC:52917	Approved	LINC02071	long intergenic non-protein coding RNA 2071	
HGNC:52918	Approved	LINC02072	long intergenic non-protein coding RNA 2072	
HGNC:52919	Approved	LINC02073	long intergenic non-protein coding RNA 2073	
HGNC:52920	Approved	LINC02074	long intergenic non-protein coding RNA 2074	
HGNC:52921	Approved	LINC02075	long intergenic non-protein coding RNA 2075	
HGNC:52924	Approved	LINC02076	long intergenic non-protein coding RNA 2076	
HGNC:52925	Approved	LINC02077	long intergenic non-protein coding RNA 2077	
HGNC:52926	Approved	LINC02078	long intergenic non-protein coding RNA 2078	
HGNC:52927	Approved	LINC02079	long intergenic non-protein coding RNA 2079	
HGNC:52928	Approved	LINC02080	long intergenic non-protein coding RNA 2080	
HGNC:52931	Approved	LINC02082	long intergenic non-protein coding RNA 2082	
HGNC:52933	Approved	LINC02083	long intergenic non-protein coding RNA 2083	
HGNC:52934	Approved	LINC02084	long intergenic non-protein coding RNA 2084	
HGNC:52936	Approved	LINC02086	long intergenic non-protein coding RNA 2086	
HGNC:52938	Approved	LINC02087	long intergenic non-protein coding RNA 2087	
HGNC:52939	Approved	LINC02088	long intergenic non-protein coding RNA 2088	
HGNC:52940	Approved	LINC02089	long intergenic non-protein coding RNA 2089	
HGNC:52941	Approved	LINC02090	long intergenic non-protein coding RNA 2090	
HGNC:52942	Approved	LINC02091	long intergenic non-protein coding RNA 2091	
HGNC:52943	Approved	LINC02092	long intergenic non-protein coding RNA 2092	
HGNC:52944	Approved	LINC02093	long intergenic non-protein coding RNA 2093	
HGNC:52945	Approved	LINC02094	long intergenic non-protein coding RNA 2094	
HGNC:52947	Approved	LINC02096	long intergenic non-protein coding RNA 2096	
HGNC:52948	Approved	LINC02097	long intergenic non-protein coding RNA 2097	
HGNC:52950	Approved	LINC02098	long intergenic non-protein coding RNA 2098	
HGNC:52953	Approved	LINC02099	long intergenic non-protein coding RNA 2099	
HGNC:52955	Approved	LINC02100	long intergenic non-protein coding RNA 2100	
HGNC:52956	Approved	LINC02101	long intergenic non-protein coding RNA 2101	
HGNC:52957	Approved	LINC02102	long intergenic non-protein coding RNA 2102	
HGNC:52958	Approved	LINC02103	long intergenic non-protein coding RNA 2103	
HGNC:52959	Approved	LINC02104	long intergenic non-protein coding RNA 2104	
HGNC:52960	Approved	LINC02105	long intergenic non-protein coding RNA 2105	
HGNC:52961	Approved	LINC02106	long intergenic non-protein coding RNA 2106	
HGNC:52962	Approved	LINC02107	long intergenic non-protein coding RNA 2107	
HGNC:52963	Approved	LINC02108	long intergenic non-protein coding RNA 2108	
HGNC:52964	Approved	LINC02109	long intergenic non-protein coding RNA 2109	
HGNC:52965	Approved	LINC02110	long intergenic non-protein coding RNA 2110	
HGNC:52966	Approved	LINC02111	long intergenic non-protein coding RNA 2111	
HGNC:27756	Approved	LINC02112	long intergenic non-protein coding RNA 2112	
HGNC:52967	Approved	LINC02113	long intergenic non-protein coding RNA 2113	
HGNC:52968	Approved	LINC02114	long intergenic non-protein coding RNA 2114	
HGNC:52970	Approved	LINC02115	long intergenic non-protein coding RNA 2115	
HGNC:52971	Approved	LINC02116	long intergenic non-protein coding RNA 2116	
HGNC:52972	Approved	LINC02117	long intergenic non-protein coding RNA 2117	
HGNC:52974	Approved	LINC02118	long intergenic non-protein coding RNA 2118	
HGNC:52975	Approved	LINC02119	long intergenic non-protein coding RNA 2119	
HGNC:27971	Approved	LINC02120	long intergenic non-protein coding RNA 2120	
HGNC:52977	Approved	LINC02121	long intergenic non-protein coding RNA 2121	
HGNC:52979	Approved	LINC02122	long intergenic non-protein coding RNA 2122	
HGNC:52980	Approved	LINC02123	long intergenic non-protein coding RNA 2123	
HGNC:52981	Approved	LINC02124	long intergenic non-protein coding RNA 2124	
HGNC:52982	Approved	LINC02125	long intergenic non-protein coding RNA 2125	
HGNC:52983	Approved	LINC02126	long intergenic non-protein coding RNA 2126	
HGNC:52985	Approved	LINC02127	long intergenic non-protein coding RNA 2127	
HGNC:52986	Approved	LINC02128	long intergenic non-protein coding RNA 2128	LINC02187
HGNC:52988	Approved	LINC02129	long intergenic non-protein coding RNA 2129	
HGNC:52989	Approved	LINC02130	long intergenic non-protein coding RNA 2130	
HGNC:52991	Approved	LINC02131	long intergenic non-protein coding RNA 2131	
HGNC:52992	Approved	LINC02132	long intergenic non-protein coding RNA 2132	
HGNC:52993	Approved	LINC02133	long intergenic non-protein coding RNA 2133	
HGNC:52994	Approved	LINC02134	long intergenic non-protein coding RNA 2134	
HGNC:27094	Approved	LINC02135	long intergenic non-protein coding RNA 2135	
HGNC:52995	Approved	LINC02136	long intergenic non-protein coding RNA 2136	
HGNC:52997	Approved	LINC02137	long intergenic non-protein coding RNA 2137	
HGNC:52998	Approved	LINC02138	long intergenic non-protein coding RNA 2138	
HGNC:52999	Approved	LINC02139	long intergenic non-protein coding RNA 2139	
HGNC:53000	Approved	LINC02140	long intergenic non-protein coding RNA 2140	
HGNC:53001	Approved	LINC02141	long intergenic non-protein coding RNA 2141	
HGNC:53002	Approved	LINC02142	long intergenic non-protein coding RNA 2142	
HGNC:53003	Approved	LINC02143	long intergenic non-protein coding RNA 2143	
HGNC:53004	Approved	LINC02144	long intergenic non-protein coding RNA 2144	
HGNC:53005	Approved	LINC02145	long intergenic non-protein coding RNA 2145	
HGNC:53006	Approved	LINC02146	long intergenic non-protein coding RNA 2146	
HGNC:53007	Approved	LINC02147	long intergenic non-protein coding RNA 2147	
HGNC:53008	Approved	LINC02148	long intergenic non-protein coding RNA 2148	
HGNC:53010	Approved	LINC02149	long intergenic non-protein coding RNA 2149	
HGNC:53012	Approved	LINC02150	long intergenic non-protein coding RNA 2150	
HGNC:53013	Approved	LINC02151	long intergenic non-protein coding RNA 2151	
HGNC:53014	Approved	LINC02152	long intergenic non-protein coding RNA 2152	
HGNC:27823	Approved	LINC02153	long intergenic non-protein coding RNA 2153	
HGNC:53015	Approved	LINC02154	long intergenic non-protein coding RNA 2154	
HGNC:53016	Approved	LINC02155	long intergenic non-protein coding RNA 2155	
HGNC:53017	Approved	LINC02156	long intergenic non-protein coding RNA 2156	
HGNC:53018	Approved	LINC02157	long intergenic non-protein coding RNA 2157	
HGNC:27749	Approved	LINC02159	long intergenic non-protein coding RNA 2159	
HGNC:53021	Approved	LINC02160	long intergenic non-protein coding RNA 2160	
HGNC:53022	Approved	LINC02161	long intergenic non-protein coding RNA 2161	
HGNC:53023	Approved	LINC02162	long intergenic non-protein coding RNA 2162	
HGNC:53025	Approved	LINC02164	long intergenic non-protein coding RNA 2164	
HGNC:53026	Approved	LINC02165	long intergenic non-protein coding RNA 2165	
HGNC:53027	Approved	LINC02166	long intergenic non-protein coding RNA 2166	
HGNC:53028	Approved	LINC02167	long intergenic non-protein coding RNA 2167	
HGNC:53030	Approved	LINC02168	long intergenic non-protein coding RNA 2168	
HGNC:53031	Approved	LINC02169	long intergenic non-protein coding RNA 2169	
HGNC:53033	Approved	LINC02171	long intergenic non-protein coding RNA 2171	
HGNC:53034	Approved	LINC02172	long intergenic non-protein coding RNA 2172	
HGNC:53035	Approved	LINC02173	long intergenic non-protein coding RNA 2173	
HGNC:53037	Approved	LINC02174	long intergenic non-protein coding RNA 2174	
HGNC:27550	Approved	LINC02175	long intergenic non-protein coding RNA 2175	
HGNC:53038	Approved	LINC02176	long intergenic non-protein coding RNA 2176	
HGNC:53039	Approved	LINC02177	long intergenic non-protein coding RNA 2177	
HGNC:53040	Approved	LINC02178	long intergenic non-protein coding RNA 2178	
HGNC:53041	Approved	LINC02179	long intergenic non-protein coding RNA 2179	
HGNC:53042	Approved	LINC02180	long intergenic non-protein coding RNA 2180	
HGNC:53043	Approved	LINC02181	long intergenic non-protein coding RNA 2181	
HGNC:53044	Approved	LINC02182	long intergenic non-protein coding RNA 2182	
HGNC:53045	Approved	LINC02183	long intergenic non-protein coding RNA 2183	
HGNC:53046	Approved	LINC02184	long intergenic non-protein coding RNA 2184	
HGNC:53047	Approved	LINC02185	long intergenic non-protein coding RNA 2185	
HGNC:53048	Approved	LINC02186	long intergenic non-protein coding RNA 2186	
HGNC:53050	Approved	LINC02188	long intergenic non-protein coding RNA 2188	
HGNC:53051	Approved	LINC02189	long intergenic non-protein coding RNA 2189	
HGNC:53052	Approved	LINC02190	long intergenic non-protein coding RNA 2190	
HGNC:53053	Approved	LINC02191	long intergenic non-protein coding RNA 2191	
HGNC:53054	Approved	LINC02192	long intergenic non-protein coding RNA 2192	
HGNC:53055	Approved	LINC02193	long intergenic non-protein coding RNA 2193	
HGNC:53057	Approved	LINC02194	long intergenic non-protein coding RNA 2194	LINC2194
HGNC:53058	Approved	LINC02195	long intergenic non-protein coding RNA 2195	
HGNC:53062	Approved	LINC02196	long intergenic non-protein coding RNA 2196	
HGNC:53063	Approved	LINC02197	long intergenic non-protein coding RNA 2197	
HGNC:53064	Approved	LINC02198	long intergenic non-protein coding RNA 2198	
HGNC:53065	Approved	LINC02199	long intergenic non-protein coding RNA 2199	
HGNC:53066	Approved	LINC02200	long intergenic non-protein coding RNA 2200	
HGNC:53067	Approved	LINC02201	long intergenic non-protein coding RNA 2201	
HGNC:53068	Approved	LINC02202	long intergenic non-protein coding RNA 2202	
HGNC:53069	Approved	LINC02203	long intergenic non-protein coding RNA 2203	
HGNC:53070	Approved	LINC02204	long intergenic non-protein coding RNA 2204	
HGNC:53071	Approved	LINC02205	long intergenic non-protein coding RNA 2205	
HGNC:53073	Approved	LINC02207	long intergenic non-protein coding RNA 2207	
HGNC:52978	Approved	LINC02208	long intergenic non-protein coding RNA 2208	
HGNC:27827	Approved	LINC02209	long intergenic non-protein coding RNA 2209	FAM183CP
HGNC:26327	Approved	LINC02210	long intergenic non-protein coding RNA 2210	C17orf69
HGNC:26327	Approved	LINC02210	long intergenic non-protein coding RNA 2210	CRHR1-IT1
HGNC:51483	Approved	LINC02210-CRHR1	LINC02210-CRHR1 readthrough	
HGNC:53078	Approved	LINC02211	long intergenic non-protein coding RNA 2211	
HGNC:53079	Approved	LINC02212	long intergenic non-protein coding RNA 2212	
HGNC:53080	Approved	LINC02213	long intergenic non-protein coding RNA 2213	
HGNC:53081	Approved	LINC02214	long intergenic non-protein coding RNA 2214	
HGNC:53082	Approved	LINC02215	long intergenic non-protein coding RNA 2215	
HGNC:53083	Approved	LINC02216	long intergenic non-protein coding RNA 2216	
HGNC:53084	Approved	LINC02217	long intergenic non-protein coding RNA 2217	
HGNC:53085	Approved	LINC02218	long intergenic non-protein coding RNA 2218	
HGNC:53086	Approved	LINC02219	long intergenic non-protein coding RNA 2219	
HGNC:53087	Approved	LINC02220	long intergenic non-protein coding RNA 2220	
HGNC:53090	Approved	LINC02221	long intergenic non-protein coding RNA 2221	
