gene	transcript	UniProt_id	mean_am_pathogenicity	mean_am_pathogenicity_bin	exp_lof	mean_phylop	mean_phylop_bin	oe_lof_upper	oe_lof_upper_bin	loeuf_low_powered
TSPY10	ENST00000428845	P0CV98	0.407374825	4	0.033073	0.380179167	8	1.896	9	TRUE
HRH2	ENST00000231683	P25021	0.407362203	4	6.0045	2.596520662	2	0.498	2	TRUE
SETD5	ENST00000406341	Q9C0A6	0.407357152	4	69.099	3.190407753	1	0.227	0	FALSE
GSTA2	ENST00000493422	P09210	0.407356021	4	9.829	0.678086042	7	1.677	8	TRUE
MORN5	ENST00000373764	Q5VZ52	0.4073529	4	8.8599	2.316428185	2	1.47	7	TRUE
TACSTD2	ENST00000371225	P09758	0.407350763	4	5.7925	0.928860903	6	1.531	7	TRUE
RAB11FIP3	ENST00000262305	O75154	0.407346281	4	31.671	1.23964572	5	0.245	0	FALSE
TSEN34	ENST00000396388	Q9BSV6	0.407335027	4	13.265	0.806442142	7	0.585	2	FALSE
MAPKBP1	ENST00000456763	O60336	0.407333755	4	80.325	2.304796934	2	0.406	1	FALSE
TPBG	ENST00000543496	Q13641	0.407299487	4	7.88	1.446290731	5	1.16	6	TRUE
DNAH2	ENST00000389173	Q9P225	0.407290661	4	238.43	3.352786541	0	0.563	2	FALSE
FBXO25	ENST00000382824	Q8TCJ0	0.407266744	4	17.732	0.325161219	8	1.096	5	FALSE
ZNF514	ENST00000411425	Q96K75	0.407261309	4	17.085	0.141319424	8	1.421	7	FALSE
OR2AT4	ENST00000305159	A6NND4	0.4072517	4	5.3526	0.607380033	7	1.618	8	TRUE
TNFSF13B	ENST00000375887	Q9Y275	0.407238524	4	12.235	0.792630851	7	0.244	0	FALSE
ARID3A	ENST00000263620	Q99856	0.40720506	4	22.838	0.832137883	7	0.276	0	FALSE
SLC22A6	ENST00000377871	Q4U2R8	0.407187659	4	23.319	1.680265427	4	0.99	5	FALSE
OLIG1	ENST00000382348	Q8TAK6	0.407177686	4	3.5061	0.47017774	8	0.849	4	TRUE
LZTS3	ENST00000337576	O60299	0.40716382	4	19.007	1.814690232	4	0.408	1	FALSE
ZFP82	ENST00000392161	Q8N141	0.407125265	4	24.448	0.282365263	8	0.43	1	FALSE
FSTL3	ENST00000166139	O95633	0.407107747	4	8.0896	0.648722053	7	0.586	2	TRUE
DNAJB2	ENST00000336576	P25686	0.407079117	4	15.29	1.314318895	5	1.027	5	FALSE
PLLP	ENST00000219207	Q9Y342	0.407066895	4	7.169	1.027825713	6	1.271	6	TRUE
ZNF549	ENST00000376233	Q6P9A3	0.407045449	4	4.8734	-0.484823972	9	1.707	8	TRUE
GRHL3	ENST00000350501	Q8TE85	0.407037488	4	27.996	2.840847492	1	0.277	0	FALSE
GMEB2	ENST00000370077	Q9UKD1	0.407020146	4	20.086	1.24969089	5	0.236	0	FALSE
ZNF789	ENST00000331410	Q5FWF6	0.406975474	4	15.917	0.160868809	8	1.221	6	FALSE
GYLTL1B	ENST00000325468	Q8N3Y3	0.406973225	4	31.899	3.21705699	1	1.022	5	FALSE
C20orf194	ENST00000252032	Q5TEA3	0.406950833	4	73.518	2.220126152	2	0.6	2	FALSE
MSANTD1	ENST00000438480	Q6ZTZ1	0.406889798	4	9.757	2.026548624	3	0.486	2	TRUE
DUT	ENST00000331200	P33316	0.406847595	4	10.569	0.753154635	7	1.12	6	FALSE
RB1CC1	ENST00000025008	Q8TDY2	0.406795007	4	76.439	3.504498482	0	0.138	0	FALSE
GRTP1	ENST00000375431	Q5TC63	0.40679027	4	16.22	2.406054974	2	1.633	8	FALSE
NSMAF	ENST00000038176	Q92636	0.406787863	4	56.454	3.165678978	1	0.7	3	FALSE
THY1	ENST00000528522	P04216	0.406771057	4	7.1438	0.501460552	8	1.084	5	TRUE
DUS3L	ENST00000309061	Q96G46	0.406767234	4	33.296	2.880181551	1	0.943	4	FALSE
NDUFC2	ENST00000281031	O95298	0.406765425	4	3.729	0.368791968	8	0.8	4	TRUE
RBL1	ENST00000373664	P28749	0.406733204	4	54.011	2.228880167	2	0.711	3	FALSE
DYNC2H1	ENST00000375735	Q8NCM8	0.406672083	4	227.92	4.122517586	0	0.575	2	FALSE
BEST1	ENST00000378043	O76090	0.406649929	4	27.016	2.334676027	2	1.589	8	FALSE
TMEM190	ENST00000291934	Q8WZ59	0.406636111	4	6.8667	0.399918973	8	1.501	7	TRUE
RB1	ENST00000267163	P06400	0.406621864	4	61.768	2.524450302	2	0.126	0	FALSE
UGT1A1	ENST00000305208	P22309	0.406610849	4	16.858	1.290102363	5	1.08	5	FALSE
NECAB2	ENST00000305202	Q7Z6G3	0.40661022	4	20.905	1.856372476	3	1.39	7	FALSE
PLEKHO1	ENST00000369124	Q53GL0	0.406551282	4	19.012	1.987457871	3	0.481	2	FALSE
HIF1A	ENST00000337138	Q16665	0.406536336	4	41.95	3.53322196	0	0.313	1	FALSE
CMTM1	ENST00000457188	Q8IZ96	0.40652777	4	4.9073	-0.072895437	9	1.701	8	TRUE
STOX2	ENST00000308497	Q9P2F5	0.40651806	4	27.837	2.152708054	3	0.425	1	FALSE
MFAP3L	ENST00000361618	O75121	0.406508996	4	11.301	1.12801075	6	0.42	1	FALSE
HTATIP2	ENST00000451739	Q9BUP3	0.406507166	4	10.61	1.330572128	5	1.926	9	FALSE
PCDH20	ENST00000409186	Q8N6Y1	0.406503248	4	24.092	2.123031378	3	0.38	1	FALSE
DNER	ENST00000341772	Q8NFT8	0.406499598	4	32.877	2.83038187	1	0.439	1	FALSE
SPRYD4	ENST00000338146	Q8WW59	0.406420024	4	6.8481	1.066950202	6	1.327	7	TRUE
FUCA2	ENST00000002165	Q9BTY2	0.406399748	4	24.261	1.947779536	3	0.902	4	FALSE
ZNF383	ENST00000352998	Q8NA42	0.406390604	4	21.36	0.222718194	8	1.25	6	FALSE
ZNF354A	ENST00000335815	O60765	0.406388843	4	26.575	0.786736608	7	0.778	3	FALSE
CPN1	ENST00000370418	P15169	0.40636442	4	20.583	2.509440184	2	1.063	5	FALSE
SEMA7A	ENST00000261918	O75326	0.406358373	4	32.767	1.168910503	6	0.441	1	FALSE
SVIL	ENST00000355867	O95425	0.406350345	4	110.56	2.880119562	1	0.358	1	FALSE
EVA1A	ENST00000410071	Q9H8M9	0.406340441	4	3.8752	2.141025782	3	1.526	7	TRUE
WWC1	ENST00000265293	Q8IX03	0.406336028	4	64.077	1.962201834	3	0.435	1	FALSE
CPT2	ENST00000371486	P23786	0.406331741	4	21.763	2.731674433	1	1.172	6	FALSE
WNK1	ENST00000315939	Q9H4A3	0.406321286	4	104.16	2.57596302	2	0.126	0	FALSE
MCOLN3	ENST00000370589	Q8TDD5	0.406314302	4	32.119	2.171308279	3	0.942	4	FALSE
NFKBIL1	ENST00000376148	Q9UBC1	0.4063142	4	22.678	1.489527225	5	0.58	2	FALSE
HOXA3	ENST00000317201	O43365	0.40631344	4	13.54	3.827601433	0	0.35	1	FALSE
UPB1	ENST00000326010	Q9UBR1	0.406294454	4	22.203	1.14661634	6	1.256	6	FALSE
ST6GAL2	ENST00000409382	Q96JF0	0.406243527	4	18.609	0.825318754	7	0.707	3	FALSE
TIMP1	ENST00000218388	P01033	0.406200075	4	6.0493	1.149654031	6	0.784	3	TRUE
NMRAL1	ENST00000574425	Q9HBL8	0.40618487	4	11.805	1.385644317	5	1.329	7	FALSE
CREB3L2	ENST00000330387	Q70SY1	0.406176266	4	23.909	0.782297015	7	0.657	3	FALSE
UGT1A7	ENST00000373426	Q9HAW7	0.406168697	4	19.848	0.930237532	6	1.463	7	FALSE
LDHAL6A	ENST00000280706	Q6ZMR3	0.406146777	4	13.151	0.853630126	7	1.642	8	FALSE
DHRS7B	ENST00000395511	Q6IAN0	0.406123099	4	13.774	1.260900736	5	1.495	7	FALSE
DBN1	ENST00000309007	Q16643	0.406067986	4	33.688	1.959161878	3	0.23	0	FALSE
B3GALNT2	ENST00000366600	Q8NCR0	0.406057886	4	27.407	1.379956245	5	0.843	4	FALSE
ZFP69B	ENST00000361584	Q9UJL9	0.406054807	4	14.326	0.495717198	8	1.673	8	FALSE
YBX3	ENST00000228251	P16989	0.406002448	4	18.905	2.375248909	2	0.963	5	FALSE
REG3A	ENST00000305165	Q06141	0.405999756	4	9.0807	0.128019482	9	1.301	6	TRUE
ALG1	ENST00000262374	Q9BT22	0.40596371	4	24.821	1.816888928	4	1.499	7	FALSE
RNASE1	ENST00000397970	P07998	0.405937785	4	2.0364	0.09505333	9	1.874	9	TRUE
TYW1	ENST00000359626	Q9NV66	0.405932879	4	43.207	2.043134451	3	0.754	3	FALSE
PCP4L1	ENST00000504449	A6NKN8	0.405927987	4	3.4059	0.690259576	7	1.644	8	TRUE
CDK12	ENST00000447079	Q9NYV4	0.405887356	4	61.668	2.513310194	2	0.126	0	FALSE
PAM	ENST00000438793	P19021	0.405868733	4	53.381	2.526703835	2	0.522	2	FALSE
TARSL2	ENST00000335968	A2RTX5	0.405756772	4	45.329	2.451711655	2	0.898	4	FALSE
NOX5	ENST00000388866	Q96PH1	0.405737392	4	36.404	0.609509051	7	1.43	7	FALSE
METTL11B	ENST00000439373	Q5VVY1	0.405719782	4	9.4395	3.369457722	0	1.113	5	TRUE
METRNL	ENST00000320095	Q641Q3	0.405707528	4	8.854	1.307053208	5	0.536	2	TRUE
IFT80	ENST00000326448	Q9P2H3	0.405680894	4	47.988	2.761809111	1	0.991	5	FALSE
ANKRD6	ENST00000522441	Q9Y2G4	0.405678399	4	35.902	2.792891979	1	0.908	4	FALSE
ALPPL2	ENST00000295453	P10696	0.405668737	4	20.29	0.600884438	7	1.315	7	FALSE
METTL23	ENST00000341249	Q86XA0	0.405641482	4	9.0307	1.663962722	4	1.77	8	TRUE
MTMR10	ENST00000435680	Q9NXD2	0.405607162	4	39.527	1.790113688	4	0.675	3	FALSE
ANGPTL7	ENST00000376819	O43827	0.405602151	4	17.618	1.940746069	3	1.75	8	FALSE
SALL1	ENST00000251020	Q9NSC2	0.405586808	4	32.105	4.570469856	0	0.196	0	FALSE
NTAN1	ENST00000287706	Q96AB6	0.405586102	4	16.499	2.368615627	2	1.104	5	FALSE
ACIN1	ENST00000262710	Q9UKV3	0.405581424	4	71.987	2.280631781	2	0.201	0	FALSE
DCPS	ENST00000263579	Q96C86	0.405567894	4	15.65	0.506926477	8	1.242	6	FALSE
CMC1	ENST00000466830	Q7Z7K0	0.405555996	4	5.0464	0.629218459	7	1.235	6	TRUE
TOX4	ENST00000448790	O94842	0.405477054	4	25.629	1.781150818	4	0.357	1	FALSE
KBTBD7	ENST00000379483	Q8WVZ9	0.405429861	4	21.07	1.534317851	4	0.923	4	FALSE
GSTO1	ENST00000369713	P78417	0.405413	4	10.711	2.377146244	2	1.745	8	FALSE
INPP4B	ENST00000508116	O15327	0.40541022	4	55.023	3.418223619	0	0.353	1	FALSE
PAIP1	ENST00000306846	Q9H074	0.405396275	4	24.019	2.382582664	2	0.198	0	FALSE
GLB1L	ENST00000392089	Q6UWU2	0.405391077	4	36.106	2.59856987	2	0.967	5	FALSE
SLC13A5	ENST00000433363	Q86YT5	0.405383483	4	25.357	1.590065479	4	0.669	3	FALSE
ADAMTS1	ENST00000284984	Q9UHI8	0.405369617	4	39.298	2.140708923	3	0.367	1	FALSE
TFEB	ENST00000403298	P19484	0.405346578	4	20.633	2.773523569	1	0.376	1	FALSE
RALGAPA2	ENST00000202677	Q2PPJ7	0.405333304	4	98.274	2.41625309	2	0.587	2	FALSE
CDKN1C	ENST00000430149	P49918	0.40532026	4	5.6544	0.916918099	6	0.529	2	TRUE
TCF20	ENST00000359486	Q9UGU0	0.405311306	4	66.381	2.838128805	1	0.095	0	FALSE
TAF5L	ENST00000258281	O75529	0.405303547	4	24.538	2.903488874	1	0.193	0	FALSE
BOC	ENST00000355385	Q9BWV1	0.405284092	4	52.535	2.922940969	1	0.576	2	FALSE
SS18L1	ENST00000331758	O75177	0.405255425	4	29.926	1.434149027	5	0.306	1	FALSE
REL	ENST00000295025	Q04864	0.405244199	4	27.504	0.572881341	7	0.229	0	FALSE
RPUSD1	ENST00000007264	Q9UJJ7	0.405243887	4	9.5629	0.699373603	7	1.889	9	TRUE
CASP14	ENST00000427043	P31944	0.405234022	4	13.144	0.30730176	8	1.29	6	FALSE
MBOAT1	ENST00000324607	Q6ZNC8	0.40517006	4	29.215	NA	NA	1.075	5	FALSE
ZNF75D	ENST00000370766	P51815	0.405161361	4	14.981	0.219625741	8	0.964	5	FALSE
PPP1R12C	ENST00000263433	Q9BZL4	0.405144008	4	39.349	1.065250754	6	0.431	1	FALSE
RIOK2	ENST00000283109	Q9BVS4	0.405138122	4	26.215	1.469979525	5	0.695	3	FALSE
ZBTB3	ENST00000394807	Q9H5J0	0.405121356	4	17.51	1.262675166	5	0.676	3	FALSE
IRX3	ENST00000329734	P78415	0.405121198	4	11.601	2.258805513	2	0.409	1	FALSE
SLTM	ENST00000380516	Q9NWH9	0.405110898	4	66.472	3.242267132	1	0.274	0	FALSE
ODF3	ENST00000325113	Q96PU9	0.405083726	4	10.119	0.530234873	8	0.766	3	FALSE
TAT	ENST00000355962	P17735	0.405059651	4	23.54	1.60223484	4	0.613	2	FALSE
UGT2A1	ENST00000503640	P0DTE4	0.405053738	4	21.987	1.210373521	5	1.533	7	FALSE
LY86	ENST00000230568	O95711	0.40503606	4	6.9741	0.591952264	7	1.75	8	TRUE
ADAMTS4	ENST00000367996	O75173	0.404942193	4	32.54	0.735925555	7	0.71	3	FALSE
ZNF322	ENST00000471278	Q6U7Q0	0.404933089	4	9.9991	0.698803008	7	0.915	4	TRUE
ZNF527	ENST00000436120	Q8NB42	0.404931841	4	22.783	0.16942133	8	0.689	3	FALSE
DTX2	ENST00000430490	Q86UW9	0.404925471	4	23.02	2.285511732	2	0.571	2	FALSE
IFT46	ENST00000264021	Q9NQC8	0.404923269	4	16.729	2.27620554	2	0.547	2	FALSE
FAM163B	ENST00000496132	P0C2L3	0.404869756	4	2.0593	2.490096092	2	1.871	9	TRUE
SLC7A3	ENST00000298085	Q8WY07	0.404854929	4	16.398	2.886070728	1	0.182	0	FALSE
TDP1	ENST00000393454	Q9NUW8	0.404853862	4	36.771	2.774492741	1	1.107	5	FALSE
EXD2	ENST00000312994	Q9NVH0	0.404843869	4	26.978	1.338138819	5	1.121	6	FALSE
CFTR	ENST00000003084	P13569	0.40483126	4	77.046	2.927598	1	1.307	6	FALSE
DOHH	ENST00000427575	Q9BU89	0.404799286	4	8.4345	1.012702584	6	1.084	5	TRUE
PGBD3	ENST00000374127	Q8N328	0.404769648	4	2.9078	0.447501123	8	1.751	8	TRUE
F10	ENST00000375559	P00742	0.404710939	4	20.048	1.663473964	4	0.97	5	FALSE
LRRC38	ENST00000376085	Q5VT99	0.404705554	4	5.8368	1.383750439	5	1.076	5	TRUE
PBDC1	ENST00000373358	Q9BVG4	0.404697399	4	6.7965	1.44174695	5	0.698	3	TRUE
IPMK	ENST00000373935	Q8NFU5	0.404663289	4	19.052	1.249799371	5	0.33	1	FALSE
CNGA3	ENST00000272602	Q16281	0.404660724	4	25.823	1.937137008	3	1.486	7	FALSE
FAM167A	ENST00000528897	Q96KS9	0.40463808	4	6.4722	1.246765494	5	1.97	9	TRUE
CCDC102A	ENST00000258214	Q96A19	0.404638034	4	20.049	2.287317753	2	0.846	4	FALSE
THAP4	ENST00000407315	Q8WY91	0.404625666	4	21.024	1.930378079	3	0.5	2	FALSE
MRPS25	ENST00000253686	P82663	0.404612659	4	8.56	0.594928682	7	1.376	7	TRUE
HOMER3	ENST00000542541	Q9NSC5	0.404556631	4	18.454	2.148095846	3	0.341	1	FALSE
TULP3	ENST00000448120	O75386	0.404513525	4	22.816	1.50218904	5	0.852	4	FALSE
USP2	ENST00000260187	O75604	0.40451123	4	35.005	2.290600061	2	0.555	2	FALSE
TMSB4X	ENST00000380633	P62328	0.404507367	4	1.1644	3.215749502	1	1.673	8	TRUE
SCPEP1	ENST00000262288	Q9HB40	0.404490645	4	28.368	2.460086107	2	1.149	6	FALSE
KIAA1841	ENST00000453873	Q6NSI8	0.404484219	4	44.155	2.344573259	2	0.685	3	FALSE
TGFA	ENST00000295400	P01135	0.404479395	4	8.5091	0.737668216	7	0.558	2	TRUE
GPR82	ENST00000302548	Q96P67	0.404443786	4	5.8341	0.874151051	7	1.076	5	TRUE
ALG10	ENST00000266483	Q5BKT4	0.404416624	4	15.134	1.724072456	4	1.203	6	FALSE
LRRC47	ENST00000378251	Q8N1G4	0.404394757	4	15.467	0.744856179	7	0.407	1	FALSE
ALPP	ENST00000392027	P05187	0.404394753	4	23.358	0.827920496	7	1.295	6	FALSE
MBD5	ENST00000407073	Q9P267	0.404339425	4	46.4	3.01582098	1	0.136	0	FALSE
DNAJC10	ENST00000264065	Q8IXB1	0.404325264	4	49.761	0.615076065	7	0.631	3	FALSE
MSRA	ENST00000317173	Q9UJ68	0.404280277	4	12.744	1.435603738	5	1.917	9	FALSE
NRIP3	ENST00000309166	Q9NQ35	0.404279741	4	12.43	0.942583919	6	1.553	8	FALSE
KCNG4	ENST00000308251	Q8TDN1	0.404278272	4	13.981	0.812336326	7	1.893	9	FALSE
ZNF473	ENST00000270617	Q8WTR7	0.404242727	4	29.653	-0.050678801	9	0.443	1	FALSE
PEX16	ENST00000378750	Q9Y5Y5	0.404239244	4	20.707	2.012447834	3	0.819	4	FALSE
SKIL	ENST00000458537	P12757	0.404237613	4	30.399	1.742637515	4	0.301	1	FALSE
ZNF586	ENST00000396154	Q9NXT0	0.404236678	4	2.679	-0.605387032	9	1.791	9	TRUE
TMEM131	ENST00000186436	Q92545	0.404168853	4	89.639	3.663802147	0	0.244	0	FALSE
PCBD2	ENST00000512783	Q9H0N5	0.404115151	4	5.6191	0.262138784	8	1.36	7	TRUE
COMMD2	ENST00000473414	Q86X83	0.404073917	4	9.9235	0.683710873	7	1.819	9	TRUE
CHRM5	ENST00000557872	P08912	0.404073492	4	17.701	2.37516427	2	0.743	3	FALSE
MOV10	ENST00000357443	Q9HCE1	0.404050768	4	49.505	2.427884817	2	0.343	1	FALSE
DENND1A	ENST00000373624	Q8TEH3	0.404046074	4	45.936	2.056949377	3	0.229	0	FALSE
SYN3	ENST00000358763	O14994	0.40400532	4	28.878	2.206008673	2	0.587	2	FALSE
KIAA1324	ENST00000369939	Q6UXG2	0.403998271	4	54.599	1.602201343	4	0.724	3	FALSE
MAGI3	ENST00000307546	Q5TCQ9	0.403996202	4	62.786	2.484572172	2	0.387	1	FALSE
CRADD	ENST00000542893	P78560	0.403956728	4	6.8726	1.31482172	5	0.435	1	TRUE
OMP	ENST00000529803	P47874	0.403953117	4	5.0331	2.742209435	1	1.802	9	TRUE
B3GNT9	ENST00000449549	Q6UX72	0.403934972	4	6.6311	1.536416769	4	1.792	9	TRUE
CHST15	ENST00000435907	Q7LFX5	0.40391638	4	22.668	1.176254869	6	0.803	4	FALSE
TMPRSS3	ENST00000433957	P57727	0.403910555	4	24.877	1.386025786	5	1.073	5	FALSE
ZNF597	ENST00000301744	Q96LX8	0.403799244	4	7.8442	0.254829466	8	0.988	5	TRUE
RHOT2	ENST00000315082	Q8IXI1	0.403788821	4	34.797	2.202225208	2	1.431	7	FALSE
ITLN1	ENST00000326245	Q8WWA0	0.40378762	4	16.955	1.091553807	6	1.074	5	FALSE
MRPL53	ENST00000258105	Q96EL3	0.403768763	4	3.8082	1.123610854	6	1.221	6	TRUE
GDE1	ENST00000353258	Q9NZC3	0.403747148	4	14.465	1.410485506	5	1.172	6	FALSE
PATE1	ENST00000305738	Q8WXA2	0.40374282	4	5.7585	0.016513294	9	1.954	9	TRUE
ZZEF1	ENST00000381638	O43149	0.403721123	4	151.39	2.955162048	1	0.291	1	FALSE
ATP7A	ENST00000341514	Q04656	0.403704744	4	42.442	2.40671134	2	0.216	0	FALSE
IWS1	ENST00000295321	Q96ST2	0.403668234	4	39.373	2.953574896	1	0.267	0	FALSE
DCAF4	ENST00000358377	Q8WV16	0.403637679	4	27.898	2.041337252	3	0.741	3	FALSE
CCDC93	ENST00000376300	Q567U6	0.403583598	4	50.014	0.953184903	6	0.605	2	FALSE
ACPL2	ENST00000393010	Q8TE99	0.403544415	4	16.999	2.029069662	3	0.773	3	FALSE
ID3	ENST00000374561	Q02535	0.403537518	4	4.2188	2.269018888	2	0.709	3	TRUE
NCSTN	ENST00000294785	Q92542	0.403491255	4	39.117	2.367571592	2	0.234	0	FALSE
ZNF496	ENST00000294753	Q96IT1	0.403484386	4	25.291	0.170924857	8	0.249	0	FALSE
CYTL1	ENST00000307746	Q9NRR1	0.403442478	4	6.0173	0.656662226	7	1.853	9	TRUE
SSBP4	ENST00000270061	Q9BWG4	0.403400569	4	26.586	1.230305433	5	0.445	1	FALSE
ADH1A	ENST00000209668	P07327	0.403314511	4	15.043	1.866817713	3	1.604	8	FALSE
DNAJC17	ENST00000220496	Q9NVM6	0.403313017	4	20.266	0.951291263	6	0.712	3	FALSE
ZNF234	ENST00000592437	Q14588	0.40331214	4	23.211	-0.10240794	9	1.252	6	FALSE
FGF19	ENST00000294312	O95750	0.403204723	4	2.5848	0.509584188	8	1.119	6	TRUE
SLC5A6	ENST00000408041	Q9Y289	0.403183113	4	32.018	2.670329571	1	0.53	2	FALSE
CMKLR1	ENST00000550402	Q99788	0.403161715	4	7.518	0.385964483	8	1.214	6	TRUE
CBFA2T3	ENST00000268679	O75081	0.403161	4	28.86	1.676126957	4	0.5	2	FALSE
PATE4	ENST00000457514	P0C8F1	0.403125173	4	3.8133	0.043165654	9	1.853	9	TRUE
SSH1	ENST00000326495	Q8WYL5	0.403064122	4	41.848	0.648035467	7	0.523	2	FALSE
PRSS3	ENST00000361005	P35030	0.403030981	4	10.636	2.019745111	3	1.9	9	FALSE
GRB14	ENST00000263915	Q14449	0.403028212	4	29.122	2.891198874	1	0.496	2	FALSE
C3	ENST00000245907	P01024	0.403003531	4	91.331	1.669844031	4	0.305	1	FALSE
ZFYVE27	ENST00000393677	Q5T4F4	0.402997134	4	22.503	1.349956989	5	1.08	5	FALSE
MVB12A	ENST00000543795	Q96EY5	0.402980934	4	15.467	1.119044304	6	1.097	5	FALSE
ABTB1	ENST00000232744	Q969K4	0.402965593	4	25.713	3.058122635	1	0.756	3	FALSE
PPP1R14A	ENST00000301242	Q96A00	0.402944684	4	5.4821	1.556251764	4	1.143	6	TRUE
RBL2	ENST00000262133	Q08999	0.402906378	4	53.95	2.896009684	1	0.268	0	FALSE
TNFAIP3	ENST00000237289	P21580	0.40287452	4	32.203	1.998933315	3	0.196	0	FALSE
PNPLA2	ENST00000336615	Q96AD5	0.402839139	4	17.753	1.542379141	4	0.741	3	FALSE
IRS1	ENST00000305123	P35568	0.402808901	4	31.287	1.630686522	4	0.502	2	FALSE
IGFBP2	ENST00000233809	P18065	0.402807063	4	9.4968	1.967572808	3	0.816	4	TRUE
C1orf52	ENST00000471115	Q8N6N3	0.402788119	4	7.0151	0.78923136	7	1.103	5	TRUE
IL17RD	ENST00000296318	Q8NFM7	0.402749579	4	35.3	0.98353225	6	0.688	3	FALSE
STK17B	ENST00000409228	O94768	0.402744292	4	16.572	2.823032856	1	0.715	3	FALSE
WFIKKN2	ENST00000311378	Q8TEU8	0.402731495	4	17.411	2.12149334	3	0.755	3	FALSE
PYROXD2	ENST00000370575	Q8N2H3	0.402728752	4	30.945	2.894542933	1	1.166	6	FALSE
FPR2	ENST00000598776	P25090	0.402712461	4	1.0719	0.528315544	8	1.701	8	TRUE
AASDHPPT	ENST00000278618	Q9NRN7	0.40271234	4	14.659	1.314124227	5	0.717	3	FALSE
ANKRD40	ENST00000285243	Q6AI12	0.402670048	4	16.316	1.383176565	5	0.561	2	FALSE
FAM98B	ENST00000397609	Q52LJ0	0.402668439	4	20.218	1.133023024	6	0.65	3	FALSE
PTPMT1	ENST00000326674	Q8WUK0	0.402666803	4	7.8898	2.049550533	3	1.158	6	TRUE
CAPN6	ENST00000324068	Q9Y6Q1	0.402644531	4	23.225	2.319635153	2	0.394	1	FALSE
CRX	ENST00000221996	O43186	0.402622	4	10.501	0.552383125	7	0.6	2	FALSE
CASQ2	ENST00000261448	O14958	0.402619587	4	20.274	1.93061769	3	1.375	7	FALSE
SDR39U1	ENST00000399395	Q9NRG7	0.402604002	4	14.919	2.378735542	2	1.616	8	FALSE
RCN2	ENST00000394885	Q14257	0.40260235	4	14.274	0.765932143	7	0.737	3	FALSE
NSD1	ENST00000439151	Q96L73	0.402580229	4	110.63	2.049717188	3	0.095	0	FALSE
POC1B	ENST00000313546	Q8TC44	0.402580186	4	26.041	1.649241447	4	0.933	4	FALSE
SEC24D	ENST00000280551	O94855	0.402563312	4	51.823	3.026311159	1	0.584	2	FALSE
TNR	ENST00000263525	Q92752	0.402506168	4	72.361	3.324043751	0	0.336	1	FALSE
MECR	ENST00000263702	Q9BV79	0.402496613	4	21.473	1.327584147	5	0.848	4	FALSE
CHRNA6	ENST00000276410	Q15825	0.402485197	4	18.986	1.975486279	3	1.153	6	FALSE
C1orf172	ENST00000320567	Q8NAX2	0.402459132	4	14.647	2.05131793	3	0.625	3	FALSE
ZCCHC10	ENST00000509437	Q8TBK6	0.402450974	4	8.6109	1.478672385	5	0.9	4	TRUE
LRP10	ENST00000359591	Q7Z4F1	0.402418568	4	27.253	0.68775928	7	0.892	4	FALSE
GJA8	ENST00000369235	P48165	0.402409911	4	11.854	3.696650505	0	0.999	5	FALSE
PIWIL3	ENST00000332271	Q7Z3Z3	0.402378077	4	50.811	1.152040482	6	1.224	6	FALSE
IRS2	ENST00000375856	Q9Y4H2	0.402358432	4	27.153	1.37463522	5	0.286	0	FALSE
EPYC	ENST00000261172	Q99645	0.402347428	4	13.812	2.340922356	2	1.317	7	FALSE
PGM2L1	ENST00000298198	Q6PCE3	0.402296562	4	31.537	1.096974969	6	0.498	2	FALSE
MOSPD3	ENST00000393950	O75425	0.402289266	4	10.857	1.134991407	6	1.21	6	FALSE
CUX2	ENST00000261726	O14529	0.402243257	4	63.192	2.83866024	1	0.187	0	FALSE
PSMG2	ENST00000317615	Q969U7	0.402235746	4	12.58	2.243253231	2	1.443	7	FALSE
BCAT1	ENST00000261192	P54687	0.402233711	4	22.707	0.668151796	7	1.07	5	FALSE
LY6E	ENST00000522024	Q16553	0.402227284	4	4.2103	-0.305247724	9	1.116	5	TRUE
PRELID2	ENST00000334744	Q8N945	0.402222323	4	13.753	0.814573824	7	1.497	7	FALSE
HOXA10	ENST00000283921	P31260	0.402219312	4	11.41	2.801660299	1	0.416	1	FALSE
MPP1	ENST00000369534	Q00013	0.402217101	4	17.687	2.761588335	1	0.268	0	FALSE
OTOR	ENST00000246081	Q9NRC9	0.402193961	4	5.8799	0.858559906	7	1.513	7	TRUE
ZNF268	ENST00000228289	Q14587	0.402193106	4	36.376	0.203386948	8	0.992	5	FALSE
MGP	ENST00000539261	P08493	0.402185922	4	5.6765	0.573738217	7	1.554	8	TRUE
CDKN2B	ENST00000276925	P42772	0.402166754	4	3.2114	0.158029854	8	1.833	9	TRUE
ANO9	ENST00000332826	A1A5B4	0.402155731	4	45.925	1.243968606	5	0.911	4	FALSE
CHCHD5	ENST00000324913	Q9BSY4	0.402149346	4	7.1468	1.257963777	5	1.083	5	TRUE
AP1AR	ENST00000274000	Q63HQ0	0.402143908	4	18.791	0.892917991	6	0.559	2	FALSE
DNASE1	ENST00000246949	P24855	0.402141699	4	15.174	0.19031094	8	1.948	9	FALSE
MLLT10	ENST00000377059	P55197	0.402127126	4	54.869	3.425235271	0	0.24	0	FALSE
PLA2G10	ENST00000438167	O15496	0.402122055	4	0.48819	0.374913067	8	1.928	9	TRUE
SART3	ENST00000546815	Q15020	0.402036451	4	48.251	2.732115269	1	0.272	0	FALSE
